نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
كيسون,شركت كيسون,1665,15299800,1.47606E+11,9372,9640,9653,281.00,3.00,9648,276.00,2.94,9466,9653
تبرك,گروه كارخانجات صنعتي تبرك,1655,4770711,70738955784,15164,15153,14480,-684.00,-4.51,14828,-336.00,-2.22,14406,15419
شغدير,پتروشيمي غدير,1645,1832381,1.71884E+11,91650,92290,92780,"1,130.00",1.23,93800,"2,150.00",2.35,92290,95300
وكار,بانك‌ كارآفرين‌,1644,37370960,1.09676E+11,2929,2910,2931,2.00,0.07,2935,6.00,0.20,2855,3010
شاراك,پتروشيمي شازند,1638,3322480,1.46042E+11,43380,44000,43600,220.00,0.51,43960,580.00,1.34,43400,44530
دسانكو,داروسازي سبحان انكولوژي,1599,11217027,1.9328E+11,16499,17000,17323,824.00,4.99,17231,732.00,4.44,15675,17323
آپ,آسان پرداخت پرشين,1595,6489683,89803859530,14480,14000,13900,-580.00,-4.01,13840,-640.00,-4.42,13760,14540
حسير,ريل سير كوثر,1588,5763528,2.40917E+11,40091,41560,42095,"2,004.00",5.00,41800,"1,709.00",4.26,40092,42095
غگرجي,بيسكويت‌  گرجي‌,1587,20834805,65814081051,3269,3201,3106,-163.00,-4.99,3159,-110.00,-3.36,3106,3300
زگلدشت,كشت و دام گلدشت نمونه اصفهان,1567,5809164,81211296331,13568,14246,14093,525.00,3.87,13980,412.00,3.04,13400,14246
ثتوسا,س.توسعه و عمران استان اردبيل,1558,2421546,70260961829,29984,28530,28485,"-1,499.00",-5.00,29015,-969.00,-3.23,28485,31000
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,1558,3330933,1.31738E+11,38680,39600,38400,-280.00,-0.72,39550,870.00,2.25,37670,40610
لپارس,پارس‌ الكتريك‌,1557,1354479,1.84808E+11,130030,136530,136530,"6,500.00",5.00,136440,"6,410.00",4.93,133900,136530
هرمز,فولاد هرمزگان جنوب,1556,6564943,1.20932E+11,18197,18400,18199,2.00,0.01,18420,223.00,1.23,18170,18980
سفاسي,شركت فارسيت اهواز,1552,8184105,52800279136,6317,6484,6400,83.00,1.31,6452,135.00,2.14,6317,6506
قنيشا,قند  نيشابور,1551,1271261,71603236850,56730,56210,55530,"-1,200.00",-2.12,56320,-410.00,-0.72,55100,58000
وهور,مديريت انرژي اميد  تابان هور,1546,35814958,71463310528,2028,2050,1950,-78.00,-3.85,1995,-33.00,-1.63,1927,2085
ثشرق,سرمايه گذاري مسكن شمال شرق,1543,16514924,90190697850,5660,5550,5400,-260.00,-4.59,5460,-200.00,-3.53,5380,5790
كبافق,معادن‌ بافق‌,1540,2143266,94541218630,42450,44000,44050,"1,600.00",3.77,44110,"1,660.00",3.91,43090,44490
حشكوه,دليجان طلايي شكوه پارس,1533,4081477,15007237317,3748,3705,3636,-112.00,-2.99,3677,-71.00,-1.89,3636,3800
خكار,ايركا پارت صنعت,1529,8004889,1.55381E+11,20300,19900,19290,"-1,010.00",-4.98,19410,-890.00,-4.38,19290,20010
سشرق,سيمان‌ شرق‌,1527,14075152,1.21434E+11,8980,9250,8540,-440.00,-4.90,8630,-350.00,-3.90,8540,9250
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,1523,20827584,99253866901,4829,4860,4588,-241.00,-4.99,4766,-63.00,-1.30,4588,5030
كلر,كلر پارس,1522,705052,87618026904,122574,123270,123106,532.00,0.43,124272,"1,698.00",1.39,122411,127330
مرقام,ايران‌ارقام‌,1517,4565862,85646781480,18510,18100,18260,-250.00,-1.35,18760,250.00,1.35,18100,19400
حتوكا,حمل‌ونقل‌توكا,1480,3630982,77771197860,21900,21900,20890,"-1,010.00",-4.61,21420,-480.00,-2.19,20810,22540
سبهان,سيمان‌ بهبهان‌,1473,1282275,87603525850,71110,69010,67560,"-3,550.00",-4.99,68320,"-2,790.00",-3.92,67560,72200
ميدكو,توسعه معادن وص.معدني خاورميانه,1468,5851128,2.79092E+11,47700,47870,47720,20.00,0.04,47700,0,0,47600,47870
كسرام,پارس‌ سرام‌,1468,11892324,80172290620,6930,6950,6740,-190.00,-2.74,6740,-190.00,-2.74,6590,7040
شفن,پتروشيمي فناوران,1468,268016,1.03479E+11,380640,390370,383500,"2,860.00",0.75,386090,"5,450.00",1.43,383000,391890
تسه0005,امتيازتسهيلات مسكن مرداد 1400,1465,27122,15823956443,593452,575005,563780,"-29,672.00",-5.00,583436,"-10,016.00",-1.69,563780,623124
خمهر,مهركام‌پارس‌,1443,31706367,82385851913,2705,2740,2570,-135.00,-4.99,2598,-107.00,-3.96,2570,2770
سخاش,سيمان‌خاش‌,1438,769069,99117738560,134930,128200,128190,"-6,740.00",-5.00,128880,"-6,050.00",-4.48,128190,134890
غشهداب,كشت و صنعت شهداب ناب خراسان,1430,12580729,50133349476,4022,4012,3930,-92.00,-2.29,3985,-37.00,-0.92,3870,4159
وآوا,سرمايه گذاري آوا نوين,1427,7275020,40237516570,5729,5750,5443,-286.00,-4.99,5531,-198.00,-3.46,5443,5750
ساراب,سيمان‌ داراب‌,1427,7808623,1.67435E+11,22150,22500,21500,-650.00,-2.93,21440,-710.00,-3.21,21050,22500
قشرين,قند شيرين خراسان,1421,8529958,1.50738E+11,18305,18310,17390,-915.00,-5.00,17672,-633.00,-3.46,17390,18940
كوثر,بيمه كوثر,1417,6848308,98018199589,14166,14500,14150,-16.00,-0.11,14313,147.00,1.04,13892,14750
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,1415,1233742,87089776280,71360,73200,69700,"-1,660.00",-2.33,70590,-770.00,-1.08,69000,73200
بكهنوج,توليد برق ماهتاب كهنوج,1412,33821181,58094204620,1722,1758,1700,-22.00,-1.28,1718,-4.00,-0.23,1680,1779
قاسم,قاسم ايران,1411,6245929,61973277177,10104,9810,9899,-205.00,-2.03,9922,-182.00,-1.80,9630,10230
كپارس,كاشي‌ پارس‌,1399,1050880,1.41427E+11,141230,135200,134170,"-7,060.00",-5.00,134580,"-6,650.00",-4.71,134170,138900
وايران,ليزينگ ايرانيان,1389,10178669,71411205820,7020,7090,6890,-130.00,-1.85,7020,0,0,6890,7200
ضخود7075,اختيارخ خودرو-2000-1400/07/07,1389,52619,14648080000,299,304,242,-57.00,-19.06,278,-21.00,-7.02,231,332
پارسيان,بيمه پارسيان,1387,7950395,1.12307E+11,13560,13900,14140,580.00,4.28,14130,570.00,4.20,13210,14230
ولغدر,ليزينگ‌خودروغدير,1385,4942990,86374301390,17620,18330,17000,-620.00,-3.52,17470,-150.00,-0.85,16740,18330
غگلپا,شير پاستوريزه پگاه گلپايگان,1382,2208130,1.50989E+11,65993,67399,68599,"2,606.00",3.95,68379,"2,386.00",3.62,64000,69292
وساشرقي,شركت س استان آذربايجان شرقي,1382,60995758,41173920280,680,652,687,7.00,1.03,676,-4.00,-0.59,646,708
كحافظ,كاشي‌ وسراميك‌ حافظ‌,1380,13797055,60122642613,4550,4510,4323,-227.00,-4.99,4358,-192.00,-4.22,4323,4510
سدور,سيمان‌ دورود,1375,8107123,77902140550,9990,10000,9540,-450.00,-4.50,9610,-380.00,-3.80,9500,10090
حبندر,دريايي و کشتيراني خط دريابندر,1349,3123704,1.06372E+11,33245,34080,34242,997.00,3.00,34053,808.00,2.43,32499,34242
پارسان,گسترش نفت و گاز پارسيان,1340,7692447,2.3813E+11,30340,30600,30550,210.00,0.69,30960,620.00,2.04,30310,31500
ثاباد,توريستي ورفاهي آبادگران ايران,1335,1985965,1.09525E+11,53920,55530,53930,10.00,0.02,55150,"1,230.00",2.28,53900,56500
سفار,سيمان‌فارس‌,1333,631861,59636473250,98460,98340,93540,"-4,920.00",-5.00,94380,"-4,080.00",-4.14,93540,99480
تكمبا,كمباين‌ سازي‌ ايران‌,1332,10071152,78301063000,7530,7680,7600,70.00,0.93,7770,240.00,3.19,7450,7900
شلعاب,لعابيران‌,1319,5319958,47946962480,9180,9320,8830,-350.00,-3.81,9010,-170.00,-1.85,8750,9330
البرز,بيمه البرز,1315,34778641,97630388454,2768,2798,2770,2.00,0.07,2807,39.00,1.41,2750,2870
فوكا,فولاد كاويان,1308,5700404,88710122824,15467,15500,15300,-167.00,-1.08,15562,95.00,0.61,15300,15899
ثپرديس,سرمايه گذاري مسكن پرديس,1284,11539253,77510588293,6749,6930,6631,-118.00,-1.75,6717,-32.00,-0.47,6470,6930
رانفور,خدمات‌انفورماتيك‌,1282,9469188,70897933430,7850,7800,7460,-390.00,-4.97,7540,-310.00,-3.95,7460,7800
دلر,داروسازي‌ اكسير,1282,2878119,1.33036E+11,47610,47000,46710,-900.00,-1.89,46220,"-1,390.00",-2.92,45460,48280
وتوصا,گروه س توسعه صنعتي ايران,1274,7184651,77041600500,10960,11030,10590,-370.00,-3.38,10720,-240.00,-2.19,10550,11190
كاذر,فرآورده‌هاي‌نسوزآذر,1273,5131996,96987412990,19720,18960,18740,-980.00,-4.97,18900,-820.00,-4.16,18740,19980
غگلستا,شير پاستوريزه پگاه گلستان,1271,3362923,61787170783,17751,18229,18020,269.00,1.52,18373,622.00,3.50,17770,18600
فلامي,لاميران‌,1263,2093074,56001172320,27450,28680,26080,"-1,370.00",-4.99,26760,-690.00,-2.51,26080,28680
خپويش,سازه‌ پويش‌,1258,1021254,84099710660,79860,81000,83850,"3,990.00",5.00,82350,"2,490.00",3.12,80000,83850
كچاد,معدني‌وصنعتي‌چادرملو,1251,5450275,1.68466E+11,30830,30840,30720,-110.00,-0.36,30910,80.00,0.26,30580,31220
فباهنر,مس‌ شهيدباهنر,1245,1834781,52691074860,28220,29210,28490,270.00,0.96,28720,500.00,1.77,28300,29500
پاكشو,گروه صنعتي پاكشو,1245,7022248,42479114540,6150,6230,5960,-190.00,-3.09,6110,-40.00,-0.65,5950,6230
خكمك,كمك‌فنرايندامين‌,1239,3135461,70055655140,22800,22460,22000,-800.00,-3.51,22340,-460.00,-2.02,21660,23300
لخزر,پارس‌ خزر,1235,1317611,2.63473E+11,191400,197000,197010,"5,610.00",2.93,199960,"8,560.00",4.47,191400,200970
غمهرا,توليدي‌مهرام‌,1219,1152650,80043962350,72400,72400,68780,"-3,620.00",-5.00,69440,"-2,960.00",-4.09,68780,73990
ساروم,سيمان‌اروميه‌,1217,3471770,1.46998E+11,43620,42750,41440,"-2,180.00",-5.00,42340,"-1,280.00",-2.93,41440,44980
زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,1209,2437873,76845602040,30550,31990,30810,260.00,0.85,31520,970.00,3.18,30550,32070
كلوند,كاشي‌ الوند,1199,4199059,1.13205E+11,28080,27210,26680,"-1,400.00",-4.99,26960,"-1,120.00",-3.99,26680,28950
سدبير,س. تدبيرگران فارس وخوزستان,1198,1394024,60730418380,42133,44220,43680,"1,547.00",3.67,43565,"1,432.00",3.40,42549,44220
ختور,رادياتور ايران‌,1197,3904514,99680643650,26780,25600,25450,"-1,330.00",-4.97,25530,"-1,250.00",-4.67,25450,26000
قشير,قند شيروان قوچان و بجنورد,1195,2760143,68726085445,25145,25420,24420,-725.00,-2.88,24899,-246.00,-0.98,24071,26100
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,1194,7098583,50267501680,7150,7160,7010,-140.00,-1.96,7080,-70.00,-0.98,6990,7330
بالبر,كابل‌ البرز,1190,1401629,54679100260,40000,40000,38000,"-2,000.00",-5.00,39010,-990.00,-2.48,38000,41000
شكلر,نيروكلر,1189,1711238,78299168220,46580,45800,44280,"-2,300.00",-4.94,45760,-820.00,-1.76,44260,47830
سخوز,سيمان خوزستان,1187,3049886,74273159900,25430,25600,24160,"-1,270.00",-4.99,24350,"-1,080.00",-4.25,24160,26200
تليسه,دامداري تليسه نمونه,1186,14501324,55913585625,3842,3899,3815,-27.00,-0.70,3856,14.00,0.36,3801,3970
شپديس,پتروشيمي پرديس,1183,817250,1.27723E+11,151750,155550,155490,"3,740.00",2.46,156280,"4,530.00",2.99,154000,158580
ثرود,سرمايه‌گذاري مسكن زاينده رود,1179,3860061,57141288020,15403,15400,14633,-770.00,-5.00,14803,-600.00,-3.90,14633,15500
